HWA047	24.125	121.6548	140	5	24.1006833333	121.729666667	6.31	6.26	543.675244654	141.0	8.09	213.3	239.86	216.54	126.0	14003708.CVA	CVA	2.0180206155e+13	290.0
HWA025	24.1617	121.6522	176	5	24.1006833333	121.729666667	6.31	6.26	483.09178744	85.7662	10.38	143.06	182.0	135.4	263.0	17603727.MNS	NANO	2.01802061549e+13	311.0
HWA026	24.1167	121.6245	390	6	24.1006833333	121.729666667	6.31	6.26	460.9357	111.1	10.87	180.26	158.06	274.6	262.3	39003719.MNS	NANO	2.01802061549e+13	280.0
HWA046	24.1467	121.6292	380	6	24.1006833333	121.729666667	6.31	6.26	643.7078	119.5	11.47	267.32	214.32	315.84	262.2	38003722.MNS	NANO	2.01802061549e+13	297.0
HWA057	24.1583	121.623	320	7	24.1006833333	121.729666667	6.31	6.26	814.87	8.3	12.6	172.76	593.98	243.4	180.0	D2003710.SMT	SMTA	2.0180206155e+13	301.0
HWA023	24.08	121.6045	488	5	24.1006833333	121.729666667	6.31	6.26	623.13	32.0	12.91	180.58	185.78	190.52	180.0	E8803703.SMT	SMTA	2.0180206155e+13	260.0
MND006	24.015	121.623	497	7	24.1006833333	121.729666667	6.31	6.26	0.0	0.0	14.31	349.62	415.0	263.58	90.0	T497006.037	A900	2.0180206155e+13	229.0
HWA027	24.0533	121.5985	396	6	24.1006833333	121.729666667	6.31	6.26	434.5623	48.1	14.32	237.0	298.26	372.36	275.1	39603708.MNS	NANO	2.01802061549e+13	249.0
HWA028	24.0133	121.6095	335	7	24.1006833333	121.729666667	6.31	6.26	404.9129	221.1	15.52	414.84	253.48	275.02	325.3	33503703.MNS	NANO	2.01802061549e+13	232.0
HWA012	23.9917	121.6313	137	6	24.1006833333	121.729666667	6.31	6.26	409.7805	118.0	15.65	338.44	280.66	279.52	158.0	13703702.CVA	CVA	2.0180206155e+13	220.0
HWA009	23.99	121.6223	132	6	24.1006833333	121.729666667	6.31	6.26	461.071508089	94.0	16.39	317.64	262.04	250.1	323.0	13203702.CVA	CVA	2.0180206155e+13	222.0
MND025	24.0267	121.5888	575	6	24.1006833333	121.729666667	6.31	6.26	0.0	0.0	16.44	316.56	381.74	283.76	90.0	T575006.037	A900	2.0180206155e+13	241.0
HWA007	23.985	121.6262	125	6	24.1006833333	121.729666667	6.31	6.26	378.853107016	99.0	16.45	260.02	244.64	289.5	157.0	12503702.CVA	CVA	2.0180206155e+13	220.0
TRB042	24.0	121.6038	025	5	24.1006833333	121.729666667	6.31	6.26	0.0	0.0	16.95	219.22	187.0	204.34	164.0	02503702.CVA	CVA	2.0180206155e+13	229.0
